Part,Manufacturer,Package,Vrwm,Vclamp,Capacitance,Channels,Direction,Grade,Type,Ipp,IEC42_kV,IEC45_A
EClamp2465T,Semtech,DFN1713-8,5.00,0.00,10.00,4,,Commercial,TVS/ESD,0.00,10,
EClamp2485T,Semtech,DFN1713-8,5.00,0.00,12.00,4,,Commercial,TVS/ESD,0.00,12,
EClamp2504K,Semtech,DFN1713-8,5.00,0.00,12.00,4,,Commercial,TVS/ESD,0.00,15,
EClamp2508K,Semtech,DFN3313-16,5.00,0.00,12.00,8,,Commercial,TVS/ESD,0.00,15,
EClamp2510K,Semtech,DFN3313-16,5.00,0.00,9.00,7,,Commercial,TVS/ESD,0.00,12,
EClamp2515K,Semtech,DFN3313-16,5.00,0.00,12.00,7,,Commercial,TVS/ESD,0.00,12,
EClamp2522P,Semtech,DFN1616-6,5.50,0.00,40.00,3,,Commercial,TVS/ESD,0.00,12,
EClamp5033ZA,Semtech,DFN0603-2,5.00,12.50,33.00,1,,Commercial,TVS/ESD,2.00,18,
EClamp5068ZA,Semtech,DFN0603-2,5.00,12.50,68.00,1,,Commercial,TVS/ESD,2.00,18,
EClamp5100ZA,Semtech,DFN0603-2,5.00,12.50,100.00,1,,Commercial,TVS/ESD,2.00,18,
EClamp8052P,Semtech,DFN1917-5,5.00,17.00,0.95,2,,Commercial,TVS/ESD,6.00,25,
HClamp2481ZA,Semtech,DFN0603-2,24.00,43.30,4.40,1,Bidirectional,Commercial,TVS/ESD,4.50,30,
HClamp5051ZA,Semtech,DFN0603-2,5.00,14.00,4.50,1,Bidirectional,Commercial,TVS/ESD,2.50,17,
LC03-3.3,Semtech,SO-8 (SOIC-8),3.30,15.00,8.00,2,,Commercial,TVS/ESD,100.00,8,
LC03-6,Semtech,SO-8 (SOIC-8),6.00,20.00,8.00,2,,Commercial,TVS/ESD,100.00,8,
LCDA05,Semtech,SO-8 (SOIC-8),5.00,0.00,5.00,2,Bidirectional,Commercial,TVS/ESD,17.00,8,
LCDA12,Semtech,SO-8 (SOIC-8),12.00,0.00,5.00,2,Bidirectional,Commercial,TVS/ESD,12.00,8,
LCDA12C-1,Semtech,SOT143,12.00,26.60,8.00,1,Bidirectional,Commercial,TVS/ESD,20.00,8,
LCDA15,Semtech,SO-8 (SOIC-8),15.00,0.00,5.00,2,Bidirectional,Commercial,TVS/ESD,10.00,8,
LCDA15C-6,Semtech,SO-8 (SOIC-8),15.00,33.00,3.00,6,Bidirectional,Commercial,TVS/ESD,15.00,8,
LCDA15C-8,Semtech,SO-16,15.00,33.00,8.00,8,Bidirectional,Commercial,TVS/ESD,15.00,8,
RClamp01001ZC,Semtech,DFN0603-2,1.00,2.70,0.23,1,Bidirectional,Commercial,TVS/ESD,5.00,12,
RClamp01071ZC,Semtech,DFN0603-2,1.00,4.00,0.11,1,Bidirectional,Commercial,TVS/ESD,2.50,10,
RClamp01211ZC,Semtech,DFN0603-2,1.20,4.20,0.17,1,Bidirectional,Commercial,TVS/ESD,2.50,10,
RClamp01501ZC,Semtech,DFN0603-2,1.50,2.70,0.23,1,Bidirectional,Commercial,TVS/ESD,5.00,12,
RClamp01511ZC,Semtech,DFN0603-2,1.50,4.20,0.17,1,Bidirectional,Commercial,TVS/ESD,2.50,10,
RClamp01811PW,Semtech,DFN1006-2,1.80,4.60,0.52,1,Bidirectional,Commercial,TVS/ESD,8.00,30,
RClamp01811ZA,Semtech,DFN0603-2,1.80,4.80,0.55,1,Bidirectional,Commercial,TVS/ESD,8.00,12,
RClamp01892PWQ,Semtech,DFN1006-3,1.80,3.00,0.30,2,,Commercial,TVS/ESD,2.50,8,
RClamp02581P,Semtech,DFN1006-2,2.80,4.60,0.28,1,Bidirectional,Commercial,TVS/ESD,8.00,15,
RClamp03301H,Semtech,SOD323,3.30,15.70,3.60,1,Unidirectional,Commercial,TVS/ESD,36.00,30,
RClamp03321H,Semtech,SOD323,3.30,22.50,1.90,1,Bidirectional,Commercial,TVS/ESD,27.00,30,
RClamp03322P,Semtech,DFN1006-3,3.30,6.00,0.20,2,Bidirectional,Commercial,TVS/ESD,6.00,8,
RClamp03331PWQ,Semtech,DFN1006-2,3.30,5.00,0.35,1,Bidirectional,Commercial,TVS/ESD,10.00,25,
RClamp03354P,Semtech,DFN2510-10,3.30,4.30,0.35,4,,Commercial,TVS/ESD,10.00,12,
RClamp03384P,Semtech,DFN2510-10,3.30,5.50,0.17,4,Bidirectional,Commercial,TVS/ESD,5.00,10,
RClamp03391PW,Semtech,DFN1006-2,3.30,6.50,0.20,1,Bidirectional,Commercial,TVS/ESD,7.00,8,
RClamp03392P,Semtech,DFN1610-6,3.30,6.00,0.22,2,,Commercial,TVS/ESD,6.00,8,
RClamp04022S,Semtech,SOT23-3,4.00,5.60,0.44,2,Bidirectional,Commercial,TVS/ESD,18.00,30,
RClamp04041PW,Semtech,DFN1006-2,4.00,5.20,0.49,1,Bidirectional,Commercial,TVS/ESD,20.00,30,
RClamp04051ZA,Semtech,DFN0603-2,4.00,8.00,0.53,1,Bidirectional,Commercial,TVS/ESD,20.00,30,
RClamp04052P,Semtech,DFN1006-3,4.00,4.50,0.83,2,Unidirectional,Commercial,TVS/ESD,15.00,25,
RCLAMP0501H,Semtech,SOD323,5.00,15.50,3.60,1,Unidirectional,Commercial,TVS/ESD,32.00,30,
RClamp0501T,Semtech,DFN1006-2,5.00,15.00,1.50,1,Unidirectional,Commercial,TVS/ESD,10.00,20,
RClamp0502A,Semtech,SOT 89 (SOT 666),5.00,16.00,0.30,2,,Commercial,TVS/ESD,3.00,15,
RClamp0502BA,Semtech,SC-75 (SOT-523),5.00,25.00,0.50,2,,Commercial,TVS/ESD,5.00,12,
RClamp0503F,Semtech,SC-70 5L,5.00,25.00,1.50,3,,Commercial,TVS/ESD,6.00,20,
RClamp0503N,Semtech,DFN1510-6,6.50,30.00,0.30,3,,Commercial,TVS/ESD,3.00,8,
RClamp0504FA,Semtech,SC-70 6L,5.00,25.00,1.50,4,,Commercial,TVS/ESD,6.00,8,
RClamp0504FB,Semtech,SC-70 6L,5.00,16.50,0.55,4,,Commercial,TVS/ESD,14.00,24,
RClamp0504M,Semtech,MSOP 10L,5.00,25.00,1.50,4,,Commercial,TVS/ESD,12.00,8,
RClamp0504N,Semtech,DFN2020-6,5.00,20.30,1.50,4,,Commercial,TVS/ESD,12.00,8,
RClamp0504P,Semtech,DFN1616-6,5.00,25.00,0.80,4,,Commercial,TVS/ESD,6.00,8,
RClamp0504PA,Semtech,DFN1616-6,5.00,25.00,1.90,4,,Commercial,TVS/ESD,6.00,8,
RClamp0504S,Semtech,SOT23-6,5.00,25.00,1.50,4,,Commercial,TVS/ESD,6.00,8,
RClamp0506T,Semtech,DFN3313-6,5.00,15.00,0.70,6,,Commercial,TVS/ESD,5.00,12,
RClamp0508M,Semtech,MSOP 10L,5.00,25.00,1.50,8,,Commercial,TVS/ESD,12.00,8,
RClamp0512TQ,Semtech,DFN1006-3,5.00,8.50,1.10,2,,Commercial,TVS/ESD,20.00,30,
RClamp0514M,Semtech,MSOP 10L,5.00,20.00,0.70,4,,Commercial,TVS/ESD,5.00,8,
RClamp0518P,Semtech,DFN2708-9,5.00,10.00,0.55,8,,Commercial,TVS/ESD,10.00,30,
RClamp0518PQ,Semtech,DFN2780-9,5.00,4.20,0.55,8,,Commercial,TVS/ESD,10.00,30,
RClamp0521H,Semtech,SOD323,5.00,21.50,1.90,1,Bidirectional,Commercial,TVS/ESD,24.00,30,
RClamp0521PA,Semtech,DFN1006-2,5.00,25.00,0.30,1,Bidirectional,Commercial,TVS/ESD,4.00,12,
RClamp0521Z,Semtech,DFN0603-2,5.00,25.00,0.35,1,Unidirectional,Commercial,TVS/ESD,4.00,17,
RClamp0521ZA,Semtech,DFN0603-2,5.00,15.00,0.50,1,Bidirectional,Commercial,TVS/ESD,2.00,17,
RClamp0522P,Semtech,DFN1610-6,5.00,26.00,0.30,2,Unidirectional,Commercial,TVS/ESD,5.00,12,
RClamp0524PA,Semtech,DFN2510-10,5.00,15.00,0.30,4,,Commercial,TVS/ESD,5.00,12,
RClamp0524PB,Semtech,DFN2510-10,5.00,13.90,0.30,4,,Commercial,TVS/ESD,7.00,12,
RClamp0524PQ,Semtech,DFN2510-10,5.00,15.00,0.50,4,,Commercial,TVS/ESD,5.00,15,
RClamp0524S,Semtech,SOT23-6,5.00,24.00,5.00,4,,Commercial,TVS/ESD,6.00,8,
RClamp0524T,Semtech,DFN2510-10,5.00,29.00,0.30,4,,Commercial,TVS/ESD,5.00,12,
RClamp0531T,Semtech,DFN1006-2,5.00,20.00,0.50,1,Bidirectional,Commercial,TVS/ESD,4.00,12,
RClamp0531TQ,Semtech,DFN1006-2,5.00,20.00,0.85,1,Bidirectional,Commercial,TVS/ESD,4.00,12,
RClamp0532T,Semtech,DFN1610-4,5.00,10.00,1.20,2,,Commercial,TVS/ESD,10.00,30,
RClamp0534N,Semtech,DFN3020-10,5.00,15.00,1.50,4,,Commercial,TVS/ESD,25.00,30,
RClamp0534PWQ,Semtech,DFN2510-10,5.00,5.50,0.14,4,,Commercial,TVS/ESD,4.00,10,
RClamp0542T,Semtech,DFN1610-4,5.00,15.00,0.25,2,,Commercial,TVS/ESD,5.00,12,
RClamp0542ZA,Semtech,DFN0603-3,5.00,20.00,0.27,2,,Commercial,TVS/ESD,2.00,12,
RClamp0544M,Semtech,MSOP 10L,5.00,20.00,0.30,4,,Commercial,TVS/ESD,5.00,12,
RClamp0544P,Semtech,DFN2510-10,5.00,4.30,0.19,4,,Commercial,TVS/ESD,6.50,8,
RClamp0544T,Semtech,DFN2010-10,5.00,15.00,0.30,4,,Commercial,TVS/ESD,5.00,12,
RClamp0551P,Semtech,DFN1006-2,5.00,20.00,0.25,1,Bidirectional,Commercial,TVS/ESD,3.00,17,
RClamp0551PQ,Semtech,DFN1006-2,5.00,15.00,0.45,1,Bidirectional,Commercial,TVS/ESD,3.00,25,
RClamp0552T,Semtech,DFN1006-3,5.00,20.00,0.21,2,,Commercial,TVS/ESD,3.00,17,
RClamp0554S,Semtech,SOT23-6,5.00,15.00,3.00,4,,Commercial,TVS/ESD,25.00,25,
RClamp0554T,Semtech,DFN2510-10,5.00,11.00,0.28,4,,Commercial,TVS/ESD,5.00,18,
RClamp0561PQ,Semtech,DFN1006-2,5.50,20.00,0.14,1,Bidirectional,Commercial,TVS/ESD,2.00,15,
RClamp0561Z,Semtech,DFN0603-2,5.50,16.50,0.12,1,Bidirectional,Commercial,TVS/ESD,2.50,12,
RClamp0564P,Semtech,DFN2010-5,5.00,4.00,0.17,4,,Commercial,TVS/ESD,3.00,10,
RClamp0572ZC,Semtech,DFN0603-3,5.00,12.00,0.22,2,,Commercial,TVS/ESD,3.00,10,
RClamp0574P,Semtech,DFN2010-5,5.50,4.70,0.18,4,,Commercial,TVS/ESD,5.00,10,
RClamp0582B,Semtech,SC-75 (SOT-523),5.00,20.00,0.50,2,,Commercial,TVS/ESD,15.00,25,
RClamp0582BQ,Semtech,SC-75 (SOT-523),5.00,20.00,0.50,2,,Commercial,TVS/ESD,15.00,25,
RClamp0582N,Semtech,DFN1210-6,6.50,25.00,0.20,2,,Commercial,TVS/ESD,5.00,12,
RClamp0582NQ,Semtech,DFN1210-6,6.50,25.00,0.30,3,,Commercial,TVS/ESD,5.00,12,
RClamp0584J,Semtech,DFN2710-10,5.00,15.00,0.25,4,,Commercial,TVS/ESD,5.00,12,
RClamp0584P,Semtech,DFN2510-10,5.50,5.50,0.17,4,Bidirectional,Commercial,TVS/ESD,5.00,10,
RClamp0592PWQ,Semtech,DFN1006-3,5.00,6.00,1.00,2,Unidirectional,Commercial,TVS/ESD,10.00,30,
RClamp0594P,Semtech,DFN2510-10,5.00,11.80,0.30,4,,Commercial,TVS/ESD,6.00,12,
RClamp0594PWQ,Semtech,DFN2510-10,5.00,11.40,0.60,4,,Commercial,TVS/ESD,5.00,17,
RCLAMP0801H,Semtech,SOD323,8.00,17.50,3.30,1,Unidirectional,Commercial,TVS/ESD,30.00,30,
RClamp0821H,Semtech,SOD323,8.00,23.50,1.90,1,Bidirectional,Commercial,TVS/ESD,30.00,30,
RClamp0821P,Semtech,DFN1006-2,8.00,25.00,0.30,1,Bidirectional,Commercial,TVS/ESD,4.00,17,
RClamp0821ZA,Semtech,DFN0603-2,8.00,25.00,0.40,1,Bidirectional,Commercial,TVS/ESD,4.00,17,
RClamp0822B,Semtech,SC-75 (SOT-523),8.00,18.00,0.70,2,Unidirectional,Commercial,TVS/ESD,7.00,30,
RClamp0854P,Semtech,DFN1616-6,5.50,30.00,0.80,3,,Commercial,TVS/ESD,3.00,8,
RClamp10012PQ,Semtech,DFN2010-5,30.00,25.00,1.20,2,Bidirectional,Commercial,TVS/ESD,3.00,12,
RClamp10022PWQ,Semtech,DFN2010-5,30.00,38.00,0.44,2,Bidirectional,Commercial,TVS/ESD,6.00,15,
RClamp1011ZC,Semtech,DFN0603-2,1.00,4.00,0.17,1,Bidirectional,Commercial,TVS/ESD,2.50,10,
RCLAMP1201H,Semtech,SOD323,12.00,25.70,3.30,1,Unidirectional,Commercial,TVS/ESD,35.00,30,
RCLAMP1221H,Semtech,SOD323,12.00,34.00,1.70,1,Bidirectional,Commercial,TVS/ESD,35.00,30,
RClamp1221PW,Semtech,DFN1006-2,12.00,19.70,0.32,1,Bidirectional,Commercial,TVS/ESD,4.00,10,
RClamp1221ZA,Semtech,DFN0603-2,12.00,24.00,0.35,1,Bidirectional,Commercial,TVS/ESD,4.00,17,
RClamp1222B,Semtech,SC-75 (SOT-523),12.00,19.50,0.63,2,Unidirectional,Commercial,TVS/ESD,10.00,30,
RClamp1251ZA,Semtech,DFN0603-2,12.00,5.40,0.42,1,Bidirectional,Commercial,TVS/ESD,20.00,20,
RClamp1255P,Semtech,DFN2018-6,4.00,12.50,0.35,4,,Commercial,TVS/ESD,3.00,10,
RClamp1265P,Semtech,DFN2018-6,6.50,20.00,0.85,4,,Commercial,TVS/ESD,8.00,25,
RClamp1501H,Semtech,SOD323,15.00,28.00,3.10,1,Unidirectional,Commercial,TVS/ESD,34.00,30,
RClamp1502B,Semtech,SC-75 (SOT-523),15.00,40.00,0.60,2,,Commercial,TVS/ESD,5.00,8,
Rclamp1521H,Semtech,SOD323,15.00,35.00,1.80,1,Bidirectional,Commercial,TVS/ESD,34.00,30,
RClamp1521P,Semtech,DFN1006-2,15.00,30.00,0.30,1,Bidirectional,Commercial,TVS/ESD,4.00,8,
RClamp1521PQ,Semtech,DFN1006-2,15.00,35.00,0.30,1,Bidirectional,Commercial,TVS/ESD,4.00,8,
RClamp1521ZA,Semtech,DFN0603-2,15.00,24.00,0.35,1,Bidirectional,Commercial,TVS/ESD,3.00,10,
RClamp1531ZA,Semtech,DFN0603-2,15.00,8.00,0.45,1,Unidirectional,Commercial,TVS/ESD,20.00,15,
RClamp1561PQ,Semtech,DFN1006-2,15.00,35.00,0.25,1,Bidirectional,Commercial,TVS/ESD,2.00,10,
RClamp1561PWQ,Semtech,DFN1006-2,15.00,32.00,0.15,1,Bidirectional,Commercial,TVS/ESD,2.00,10,
RClamp1624T,Semtech,DFN1710-4,5.00,15.00,0.70,3,,Commercial,TVS/ESD,5.00,12,
RClamp1631PQ,Semtech,DFN1610-2,16.00,27.00,0.33,1,Bidirectional,Commercial,TVS/ESD,8.00,30,
RClamp1644T,Semtech,DFN1508-5,5.00,15.00,0.20,3,,Commercial,TVS/ESD,5.00,20,
RClamp1654P,Semtech,DFN1616-6,5.50,30.00,0.70,3,,Commercial,TVS/ESD,3.00,8,
RClamp1851PQ,Semtech,DFN1006-2,18.00,4.50,0.37,1,Bidirectional,Commercial,TVS/ESD,4.00,17,
RClamp1851ZA,Semtech,DFN0603-2,18.00,9.20,0.35,1,Bidirectional,Commercial,TVS/ESD,3.00,17,
RClamp2261ZA,Semtech,DFN0603-2,22.00,10.50,0.35,1,Bidirectional,Commercial,TVS/ESD,18.00,25,
RClamp2271ZC,Semtech,DFN0603-2,22.00,6.00,0.15,1,Bidirectional,Commercial,TVS/ESD,2.00,8,
RClamp2272ZC,Semtech,DFN0603-3,22.00,20.00,0.14,2,Bidirectional,Commercial,TVS/ESD,4.00,10,
RCLAMP2401H,Semtech,SOD323,24.00,46.00,3.20,1,Unidirectional,Commercial,TVS/ESD,24.00,30,
RClamp2402B,Semtech,SC-75 (SOT-523),24.00,50.00,0.60,2,,Commercial,TVS/ESD,4.00,15,
RClamp2421H,Semtech,SOD323,24.00,50.50,1.80,1,Bidirectional,Commercial,TVS/ESD,24.00,30,
RClamp2431T,Semtech,DFN1006-2,24.00,50.00,0.35,1,Bidirectional,Commercial,TVS/ESD,2.00,8,
RClamp2431TQ,Semtech,DFN1006-2,24.00,50.00,0.35,1,Bidirectional,Commercial,TVS/ESD,2.00,15,
RClamp2451P,Semtech,DFN1006-2,24.00,4.60,0.38,1,Bidirectional,Commercial,TVS/ESD,4.00,10,
RClamp2451ZA,Semtech,DFN0603-2,24.00,8.00,0.35,1,Bidirectional,Commercial,TVS/ESD,4.00,14,
RClamp2461ZC,Semtech,DFN0603-2,24.00,3.50,0.22,1,Bidirectional,Commercial,TVS/ESD,4.00,10,
RClamp2502L,Semtech,SO-8 (SOIC-8),2.50,20.00,10.00,2,,Commercial,TVS/ESD,40.00,15,
RClamp2504N,Semtech,DFN2626-10,2.50,15.00,2.00,4,,Commercial,TVS/ESD,25.00,15,
RClamp2504P,Semtech,DFN1616-6,2.50,13.00,0.40,4,,Commercial,TVS/ESD,5.00,12,
RClamp2511ZA,Semtech,DFN0603-2,2.50,7.00,0.50,1,Bidirectional,Commercial,TVS/ESD,8.00,30,
RClamp2574N,Semtech,DFN3020-10,2.50,20.00,1.70,4,,Commercial,TVS/ESD,40.00,30,
RClamp2574NQ,Semtech,DFN3020-10,2.50,20.00,1.70,4,,Commercial,TVS/ESD,40.00,30,
RClamp2581ZC,Semtech,DFN0603-2,2.50,4.80,0.26,1,Bidirectional,Commercial,TVS/ESD,8.00,12,
RClamp2594N,Semtech,DFN3020-10,5.00,8.50,2.10,4,,Commercial,TVS/ESD,35.00,30,
RClamp2654P,Semtech,DFN2626-10,4.00,10.00,0.40,3,,Commercial,TVS/ESD,4.00,15,
RClamp2656P,Semtech,DFN2018-6,5.00,20.00,0.28,3,,Commercial,TVS/ESD,3.00,15,
RClamp2831PQ,Semtech,DFN1610-2,28.00,39.00,0.35,1,Bidirectional,Commercial,TVS/ESD,7.00,30,
RClamp3304NA,Semtech,DFN2626-10,3.30,18.00,2.00,4,,Commercial,TVS/ESD,25.00,15,
RClamp3304P,Semtech,DFN1616-6,3.30,13.00,0.40,4,,Commercial,TVS/ESD,5.00,12,
RClamp3311P,Semtech,DFN1610-2,3.30,17.50,0.18,1,Bidirectional,Commercial,TVS/ESD,10.00,25,
RClamp3321P,Semtech,DFN1006-2,3.30,13.00,0.22,1,Bidirectional,Commercial,TVS/ESD,4.00,12,
RClamp3324P,Semtech,DFN2510-10,3.30,3.50,0.60,4,,Commercial,TVS/ESD,4.50,17,
RClamp3324T,Semtech,DFN1710-4,3.30,10.50,0.30,4,,Commercial,TVS/ESD,5.00,25,
RClamp3328P,Semtech,DFN3810-9,3.30,10.50,0.30,8,,Commercial,TVS/ESD,5.00,25,
RClamp3331PQ,Semtech,DFN1006-2,3.30,6.00,0.35,1,Bidirectional,Commercial,TVS/ESD,10.00,30,
RClamp3331Z2C,Semtech,DFN0402-2,3.30,4.70,0.35,1,Bidirectional,Commercial,TVS/ESD,4.00,18,
RClamp3331ZA,Semtech,DFN0603-2,3.30,7.50,0.35,1,Bidirectional,Commercial,TVS/ESD,4.00,18,
RClamp3344T,Semtech,DFN1308-5,3.30,6.50,0.30,4,,Commercial,TVS/ESD,4.00,17,
RClamp3346P,Semtech,DFN2708-7,3.30,4.50,0.30,6,,Commercial,TVS/ESD,4.50,17,
RClamp3351ZA,Semtech,DFN0603-2,3.30,6.50,0.47,1,Bidirectional,Commercial,TVS/ESD,10.00,22,
RClamp3354S,Semtech,SOT23-5,3.30,16.00,2.00,4,,Commercial,TVS/ESD,25.00,30,
RClamp3361P,Semtech,DFN1006-2,3.30,6.50,0.20,1,Bidirectional,Commercial,TVS/ESD,7.00,12,
RClamp3361Z,Semtech,DFN0603-2,3.30,8.50,0.18,1,Bidirectional,Commercial,TVS/ESD,7.00,12,
RClamp3371ZC,Semtech,DFN0603-2,3.30,5.40,0.23,1,Bidirectional,Commercial,TVS/ESD,9.00,10,
RClamp3374N,Semtech,DFN3020-10,3.30,25.00,1.70,4,,Commercial,TVS/ESD,40.00,30,
RClamp3382P,Semtech,DFN1610-4,3.30,20.00,0.25,2,,Commercial,TVS/ESD,10.00,25,
RClamp3391ZC,Semtech,DFN0603-2,3.30,5.00,0.17,1,Bidirectional,Commercial,TVS/ESD,7.00,8,
RClamp3521P,Semtech,DFN1006-2,3.50,13.00,0.33,1,Bidirectional,Commercial,TVS/ESD,4.00,12,
RClamp3521ZA,Semtech,DFN0603-2,3.50,5.00,0.45,1,Bidirectional,Commercial,TVS/ESD,6.00,20,
RClamp3552T,Semtech,DFN1006-3,3.50,6.50,0.30,2,,Commercial,TVS/ESD,4.00,17,
RClamp3552TQ,Semtech,DFN1006-3,3.50,6.50,0.30,2,,Commercial,TVS/ESD,4.00,17,
RClamp3601H,Semtech,SOD323,36.00,59.00,3.30,1,Unidirectional,Commercial,TVS/ESD,14.00,30,
Rclamp3621H,Semtech,SOD323,36.00,65.00,1.80,1,Bidirectional,Commercial,TVS/ESD,15.00,30,
RClamp3624T,Semtech,DFN1710-4,5.28,12.50,0.70,3,,Commercial,TVS/ESD,6.00,12,
RClamp3631P,Semtech,DFN1006-2,3.63,6.00,0.35,1,Bidirectional,Commercial,TVS/ESD,10.00,30,
RClamp3654PA,Semtech,DFN1616-6,5.50,30.00,0.70,3,,Commercial,TVS/ESD,3.00,8,
RClamp3655P,Semtech,DFN3313-8,5.00,15.00,0.70,4,,Commercial,TVS/ESD,5.00,12,
RClamp3951ZA,Semtech,DFN0603-2,3.30,5.20,0.45,1,Bidirectional,Commercial,TVS/ESD,10.00,25,
RClamp4021ZA,Semtech,DFN0603-2,4.00,8.00,0.45,1,Bidirectional,Commercial,TVS/ESD,8.00,20,
RClamp4041ZA,Semtech,DFN0603-2,4.00,5.60,0.53,1,Bidirectional,Commercial,TVS/ESD,20.00,30,
RClamp5011ZA,Semtech,DFN0603-2,5.00,12.50,0.40,1,Bidirectional,Commercial,TVS/ESD,4.00,15,
RClamp5031T,Semtech,DFN0806-2,5.00,10.00,0.35,1,Unidirectional,Commercial,TVS/ESD,3.00,15,
RClamp5031ZA,Semtech,DFN0603-2,5.00,13.00,0.35,1,Bidirectional,Commercial,TVS/ESD,4.00,17,
RClamp5041ZA,Semtech,DFN0603-2,5.00,15.00,0.58,1,Bidirectional,Commercial,TVS/ESD,9.00,30,
RClamp7522T,Semtech,DFN1007-5,5.00,25.00,0.25,2,,Commercial,TVS/ESD,4.00,15,
RClamp7524T,Semtech,DFN1308-5,5.00,15.00,0.25,4,,Commercial,TVS/ESD,5.00,25,
RClamp7528T,Semtech,DFN2611-9,5.00,15.00,0.25,8,,Commercial,TVS/ESD,5.00,20,
RClamp7534P,Semtech,DFN2010-5,5.00,25.00,0.19,4,,Commercial,TVS/ESD,4.00,20,
RClamp7535M,Semtech,MSOP 10L,2.50,10.00,2.00,8,,Commercial,TVS/ESD,30.00,15,
RClamp7538P,Semtech,DFN3810-9,5.00,15.00,0.25,8,,Commercial,TVS/ESD,5.00,20,
RClamp8512N,Semtech,DFN4017-13,2.50,9.00,2.00,2,,Commercial,TVS/ESD,15.00,18,
SD05,Semtech,SOD323,5.00,14.50,350.00,1,Unidirectional,Commercial,TVS/ESD,24.00,10,
SD05C,Semtech,SOD323,5.00,14.50,200.00,1,Bidirectional,Commercial,TVS/ESD,24.00,8,
SD12,Semtech,SOD323,12.00,25.00,150.00,1,Unidirectional,Commercial,TVS/ESD,15.00,10,
SD12C,Semtech,SOD323,12.00,24.00,100.00,1,Bidirectional,Commercial,TVS/ESD,15.00,8,
SD15C,Semtech,SOD323,15.00,29.00,75.00,1,Bidirectional,Commercial,TVS/ESD,12.00,8,
SD24C,Semtech,SOD323,24.00,44.00,50.00,1,Bidirectional,Commercial,TVS/ESD,8.00,8,
SDC15,Semtech,SOT23-3,12.80,24.00,120.00,2,Unidirectional,Commercial,TVS/ESD,10.00,8,
SDC36,Semtech,SOT23-3,33.00,55.00,45.00,2,Unidirectional,Commercial,TVS/ESD,4.00,8,
SDC36C,Semtech,SOT-23-3,33.00,45.00,120.00,1,Unidirectional,Commercial,TVS/ESD,4.00,8,
SL05,Semtech,SOT23-3,5.00,11.00,5.00,1,Unidirectional,Commercial,TVS/ESD,17.00,8,
SL12,Semtech,SOT23-3,12.00,24.00,5.00,1,Unidirectional,Commercial,TVS/ESD,12.00,8,
SL15,Semtech,SOT23-3,15.00,30.00,5.00,1,Unidirectional,Commercial,TVS/ESD,10.00,8,
SL24,Semtech,SOT23-3,24.00,55.00,5.00,1,Unidirectional,Commercial,TVS/ESD,5.00,8,
SLVU2.8,Semtech,SOT23-3,2.80,12.50,70.00,1,Unidirectional,Commercial,TVS/ESD,24.00,8,
SLVU2.8-4,Semtech,SO-8 (SOIC-8),2.80,15.00,5.00,4,Bidirectional,Commercial,TVS/ESD,24.00,15,
SLVU2.8-8,Semtech,SO-8 (SOIC-8),2.80,17.00,8.00,4,Bidirectional,Commercial,TVS/ESD,30.00,25,
SLVU2.8Q,Semtech,SOT23-3,2.80,12.50,40.00,1,Unidirectional,Commercial,TVS/ESD,24.00,25,
SM712,Semtech,SOT23-3,12.00,19.00,35.00,2,Bidirectional,Commercial,TVS/ESD,21.00,30,
SMDA05,Semtech,SO-8 (SOIC-8),5.00,9.80,400.00,4,Bidirectional,Commercial,TVS/ESD,17.00,8,
SMDA05-6,Semtech,SO-8 (SOIC-8),5.00,9.80,400.00,6,Unidirectional,Commercial,TVS/ESD,17.00,8,
SMDA05C-7,Semtech,SO-8 (SOIC-8),5.00,9.80,350.00,7,Bidirectional,Commercial,TVS/ESD,17.00,8,
SMDA05C-8,Semtech,SO-14,5.00,9.80,350.00,8,Bidirectional,Commercial,TVS/ESD,17.00,8,
SMDA12,Semtech,SO-8 (SOIC-8),12.00,24.00,150.00,4,Unidirectional,Commercial,TVS/ESD,12.00,8,
SMDA12C,Semtech,SO-8 (SOIC-8),12.00,24.00,120.00,4,Bidirectional,Commercial,TVS/ESD,12.00,8,
SMDA12C-7,Semtech,SO-8 (SOIC-8),12.00,19.00,120.00,7,Bidirectional,Commercial,TVS/ESD,12.00,8,
SMDA12C-8,Semtech,SO-14,12.00,19.00,120.00,8,Bidirectional,Commercial,TVS/ESD,12.00,8,
SMDA15C,Semtech,SO-8 (SOIC-8),15.00,30.00,75.00,4,Bidirectional,Commercial,TVS/ESD,10.00,8,
SMDA15C-8,Semtech,SO-14,15.00,24.00,75.00,8,Bidirectional,Commercial,TVS/ESD,10.00,8,
SMDA24,Semtech,SO-8 (SOIC-8),24.00,55.00,60.00,4,Unidirectional,Commercial,TVS/ESD,5.00,8,
SMDA24C,Semtech,SO-8 (SOIC-8),24.00,55.00,50.00,5,Bidirectional,Commercial,TVS/ESD,5.00,8,
SMDA24C-5,Semtech,SO-8 (SOIC-8),24.00,43.00,50.00,5,,Commercial,TVS/ESD,1.00,8,
SMDA24C-7,Semtech,SO-8 (SOIC-8),24.00,43.00,50.00,7,Bidirectional,Commercial,TVS/ESD,5.00,8,
SMDA24C-8,Semtech,SO-14,24.00,43.00,50.00,8,Bidirectional,Commercial,TVS/ESD,5.00,8,
